[00:37:43]	Řõšš has connected.
[16:05:33]	W00KI has spawned 'models/props/hospital/hospital_stretcher.mdl'.
[16:05:38]	W00KI has spawned 'models/props/hospital/hospital_stretcher.mdl'.
[16:05:45]	W00KI has spawned 'models/props/hospital/hospital_stretcher.mdl'.
[16:06:02]	W00KI has spawned 'models/props/appliances/fridge_1930.mdl'.
[16:06:07]	W00KI has spawned 'models/props/hospital/ceiling_light1.mdl'.
[16:06:12]	W00KI has spawned 'models/props/interior/pictureframe01a.mdl'.
[16:06:22]	W00KI has spawned 'models/props_office/file_cabinet_001.mdl'.
[16:06:28]	W00KI has spawned 'models/props_office/file_cabinet_001.mdl'.
[16:06:31]	W00KI has spawned 'models/props_office/file_cabinet_001.mdl'.
[16:06:36]	W00KI has spawned 'models/props_office/desk_004.mdl'.
[16:06:43]	W00KI has spawned 'models/props/interior/metal_desk_closed.mdl'.
[16:06:54]	W00KI has spawned 'models/props/interior/metal_desk_closed.mdl'.
[16:07:09]	W00KI has spawned 'models/props_office/computer_screen_15inch_holder.mdl'.
[16:07:11]	W00KI has spawned 'models/props_office/file_cabinet_001.mdl'.
[16:07:17]	W00KI has spawned 'models/props_office/file_cabinet_001.mdl'.
[16:07:27]	W00KI has spawned 'models/props_office/printer_002.mdl'.
[16:07:37]	W00KI entered observer.
[16:07:51]	W00KI exited observer at their location.
[16:07:59]	W00KI has spawned 'models/env/decor/tall_plant_b/tall_plant_b.mdl'.
[16:08:09]	W00KI has spawned 'models/union/props/terminal.mdl'.
[16:08:30]	W00KI has spawned 'models/union/props/hartman_painting_002.mdl'.
[16:08:49]	W00KI entered observer.
[16:09:03]	W00KI has spawned 'models/u4lab/chair_office_a.mdl'.
[16:09:20]	W00KI has spawned 'models/props_interiors/lamp_table02.mdl'.
[16:09:58]	W00KI has spawned 'models/props_office/binder_001_7pcs.mdl'.
[16:10:02]	W00KI has spawned 'models/props_office/binder_001_6pcs.mdl'.
[16:10:08]	W00KI has spawned 'models/props_office/binder_002.mdl'.
[16:10:15]	W00KI has spawned 'models/props_office/pen_holder.mdl'.
[16:10:22]	W00KI has spawned 'models/union/props/desktidy.mdl'.
[16:10:25]	W00KI has spawned 'models/union/props/gc_trays.mdl'.
[16:10:33]	W00KI has spawned 'models/union/props/greatleader bust.mdl'.
[16:10:37]	W00KI exited observer at their location.
[16:10:42]	W00KI entered observer.
[16:10:50]	W00KI has spawned 'models/props_office/paper_stack_001.mdl'.
[16:10:55]	W00KI has spawned 'models/props_office/pen_holder.mdl'.
[16:11:05]	W00KI has spawned 'models/props_interiors/paper_tray.mdl'.
[16:11:07]	W00KI has spawned 'models/props_interiors/paper_tray.mdl'.
[16:11:20]	W00KI exited observer at their location.
[16:11:29]	W00KI has spawned 'models/props_interiors/chairs_airport.mdl'.
[16:11:36]	W00KI has spawned 'models/props_interiors/chairs_airport.mdl'.
[16:11:45]	W00KI has spawned 'models/union/props/union_tv_medium.mdl'.
[16:11:51]	W00KI entered observer.
[16:11:58]	W00KI exited observer at their location.
[16:12:06]	W00KI has spawned 'models/props_plants/plantairport01.mdl'.
[16:12:21]	W00KI entered observer.
[16:12:33]	W00KI exited observer at their location.
[16:12:41]	W00KI entered observer.
[16:12:42]	W00KI exited observer at their location.
[16:12:44]	W00KI has spawned 'models/props_office/desk_01.mdl'.
[16:12:50]	W00KI has spawned 'models/props_office/file_cabinet_03.mdl'.
[16:12:54]	W00KI has spawned 'models/props_office/file_cabinet_03.mdl'.
[16:12:56]	W00KI has spawned 'models/props_office/file_cabinet_03.mdl'.
[16:12:59]	W00KI has spawned 'models/props_plants/plantairport01.mdl'.
[16:13:09]	W00KI has spawned 'models/props_interiors/sofa_chair02.mdl'.
[16:13:11]	W00KI has spawned 'models/props_interiors/sofa_chair02.mdl'.
[16:13:18]	W00KI has spawned 'models/props/interior/metal_desk_closed.mdl'.
[16:13:32]	W00KI opened the 'Архив' #53 container.
[16:13:34]	W00KI closed the 'Архив' #53 container.
[16:13:34]	W00KI entered observer.
[16:13:35]	W00KI exited observer at their location.
[16:13:35]	W00KI entered observer.
[16:13:36]	W00KI exited observer at their location.
[16:13:44]	W00KI has spawned 'models/props/interior/sinkwallmounted01.mdl'.
[16:13:52]	W00KI has spawned 'models/props/hospital/largecabinet.mdl'.
[16:14:01]	W00KI has spawned 'models/props/hospital/hospital_closet01.mdl'.
[16:14:04]	W00KI opened the 'Медицинский ящик' #56 container.
[16:14:04]	W00KI closed the 'Медицинский ящик' #56 container.
[16:14:24]	W00KI has spawned 'models/props_lab/mobiletable01.mdl'.
[16:14:28]	W00KI has spawned 'models/props_lab/mobiletable01_static.mdl'.
[16:14:48]	W00KI has spawned 'models/props_lab/labcupboard_wall01a.mdl'.
[16:14:54]	W00KI has spawned 'models/props_lab/labcupboard_wall01a_door.mdl'.
[16:14:59]	W00KI entered observer.
[16:15:07]	W00KI exited observer at their location.
[16:15:15]	W00KI has spawned 'models/props_lab/tuberack01.mdl'.
[16:15:20]	W00KI has spawned 'models/props_lab/macmonitor01.mdl'.
[16:15:30]	W00KI has spawned 'models/props_lab/terminal_left.mdl'.
[16:15:32]	W00KI has spawned 'models/props_lab/surgical_laser.mdl'.
[16:15:37]	W00KI entered observer.
[16:15:37]	W00KI exited observer at their location.
[16:15:43]	W00KI has spawned 'models/props_lab/tuberack01.mdl'.
[16:15:45]	W00KI entered observer.
[16:15:49]	W00KI has spawned 'models/props_lab/chemjar01.mdl'.
[16:15:54]	W00KI has spawned 'models/props_lab/beaker01b.mdl'.
[16:15:57]	W00KI has spawned 'models/props_lab/beaker01a.mdl'.
[16:15:59]	W00KI exited observer at their location.
[16:16:05]	W00KI has spawned 'models/props_lab/tv_ceiling.mdl'.
[16:16:06]	W00KI entered observer.
[16:16:22]	W00KI exited observer at their location.
[16:16:35]	W00KI has spawned 'models/props_office/desk_01.mdl'.
[16:16:45]	W00KI has spawned 'models/u4lab/chair_office_a.mdl'.
[16:16:53]	W00KI has spawned 'models/props/interior/metal_desk_closed.mdl'.
[16:17:00]	W00KI entered observer.
[16:17:14]	W00KI has spawned 'models/u4lab/chair_office_a.mdl'.
[16:17:20]	W00KI exited observer at their location.
[16:17:24]	W00KI has spawned 'models/props_interiors/lamp_table02.mdl'.
[16:17:29]	W00KI has spawned 'models/props_interiors/chair_cafeteria.mdl'.
[16:17:38]	W00KI has spawned 'models/union/props/terminal.mdl'.
[16:17:43]	W00KI entered observer.
[16:17:53]	W00KI exited observer at their location.
[16:18:30]	W00KI entered observer.
[16:18:35]	W00KI has spawned 'models/sal/office/organizer.mdl'.
[16:18:38]	W00KI exited observer at their location.
[16:19:34]	W00KI has spawned 'models/props_office/file_cabinet_03.mdl'.
[16:19:37]	W00KI has spawned 'models/props_office/file_cabinet_03.mdl'.
[16:19:39]	W00KI has spawned 'models/props_office/file_cabinet_03.mdl'.
[16:19:43]	W00KI has spawned 'models/props_plants/plantairport01.mdl'.
[16:19:54]	W00KI has spawned 'models/union/props/poster03.mdl'.
[16:19:58]	W00KI has spawned 'models/union/props/poster04.mdl'.
[16:20:07]	W00KI has spawned 'models/union/props/p_int_respirator.mdl'.
[16:20:23]	W00KI has spawned 'models/pg_props/pg_hospital/pg_roll_table.mdl'.
[16:20:28]	W00KI has spawned 'models/pg_props/pg_hospital/pg_oplight.mdl'.
[16:20:30]	W00KI has spawned 'models/pg_props/pg_hospital/pg_optable.mdl'.
[16:20:39]	W00KI entered observer.
[16:20:42]	W00KI has spawned 'models/pg_props/pg_hospital/pg_oplight.mdl'.
[16:20:59]	W00KI exited observer at their location.
[16:21:33]	W00KI has spawned 'models/props/interior/sinkwallmounted01.mdl'.
[16:21:44]	W00KI has spawned 'models/props/hospital/smallcabinet.mdl'.
[16:22:02]	W00KI has spawned 'models/props/interior/medicbox.mdl'.
[16:22:10]	W00KI has spawned 'models/props/hospital/tissuebox.mdl'.
[16:22:49]	W00KI entered observer.
[16:22:55]	W00KI exited observer at their location.
[16:22:58]	W00KI entered observer.
[16:23:08]	W00KI exited observer at their location.
[16:23:17]	W00KI has spawned 'models/pg_props/pg_hospital/pg_optable.mdl'.
[16:23:31]	W00KI entered observer.
[16:23:34]	W00KI exited observer at their location.
[16:23:37]	W00KI entered observer.
[16:23:38]	W00KI exited observer at their location.
[16:24:01]	W00KI has spawned 'models/props/hospital/largecabinet.mdl'.
[16:24:07]	W00KI has spawned 'models/props/interior/sinkwallmounted01.mdl'.
[16:24:14]	W00KI has spawned 'models/props/interior/medicbox.mdl'.
[16:24:19]	W00KI has spawned 'models/props/hospital/tissuebox.mdl'.
[16:24:24]	W00KI entered observer.
[16:24:25]	W00KI exited observer at their location.
[16:24:30]	W00KI has spawned 'models/props/hospital/hospital_infusion.mdl'.
[16:24:32]	W00KI has spawned 'models/props/hospital/hospital_infusion.mdl'.
[16:24:37]	W00KI has spawned 'models/props/hospital/hospital_infusion.mdl'.
[16:24:44]	W00KI entered observer.
[16:24:45]	W00KI exited observer at their location.
[16:24:48]	W00KI has spawned 'models/props/hospital/hospital_stretcher.mdl'.
[16:24:54]	W00KI has spawned 'models/props/hospital/hospital_stretcher.mdl'.
[16:25:03]	W00KI entered observer.
[16:25:06]	W00KI has spawned 'models/props/hospital/hospital_radio02.mdl'.
[16:25:13]	W00KI exited observer at their location.
[16:25:16]	W00KI entered observer.
[16:25:16]	W00KI exited observer at their location.
[16:25:30]	W00KI has spawned 'models/props/interior/laundrysink01.mdl'.
[16:25:35]	W00KI has spawned 'models/props/interior/farmkitchensink01.mdl'.
[16:26:49]	W00KI has spawned 'models/props_interiors/chairs_airport.mdl'.
[16:26:56]	W00KI has spawned 'models/props_interiors/chairs_airport.mdl'.
[16:27:03]	W00KI has spawned 'models/props_interiors/trashcan01.mdl'.
[16:27:09]	W00KI entered observer.
[16:27:10]	W00KI exited observer at their location.
[16:27:11]	W00KI has spawned 'models/props_interiors/trashcan01.mdl'.
[16:27:15]	W00KI entered observer.
[16:27:19]	W00KI exited observer at their location.
[16:27:33]	W00KI has spawned 'models/props_interiors/corkboardverticle01.mdl'.
[16:27:34]	W00KI entered observer.
[16:27:37]	W00KI has spawned 'models/props_interiors/copymachine01.mdl'.
[16:27:46]	W00KI exited observer at their location.
[16:27:49]	W00KI entered observer.
[16:28:18]	W00KI exited observer at their location.
[16:28:22]	W00KI entered observer.
[16:28:25]	W00KI exited observer at their location.
[16:28:36]	W00KI has spawned 'models/union/props/union_tv_small.mdl'.
[16:28:41]	W00KI entered observer.
[16:28:45]	W00KI exited observer at their location.
[16:28:48]	W00KI has spawned 'models/union/props/poster07.mdl'.
[16:29:01]	W00KI has spawned 'models/props_warehouse/office_furniture_desk.mdl'.
[16:29:10]	W00KI has spawned 'models/props_interiors/side_table_square.mdl'.
[16:29:19]	W00KI has spawned 'models/props_interiors/dinning_table_oval.mdl'.
[16:29:26]	W00KI has spawned 'models/props_interiors/painting_landscape01.mdl'.
[16:29:30]	W00KI entered observer.
[16:29:38]	W00KI exited observer at their location.
[16:29:51]	W00KI entered observer.
[16:29:53]	W00KI exited observer at their location.
[16:29:55]	W00KI entered observer.
[16:29:56]	W00KI exited observer at their location.
[16:30:07]	W00KI has spawned 'models/props_office/file_cabinet_001.mdl'.
[16:30:10]	W00KI has spawned 'models/props_office/file_cabinet_001.mdl'.
[16:30:18]	W00KI entered observer.
[16:30:19]	W00KI exited observer at their location.
[16:30:27]	W00KI has spawned 'models/props/interior/metal_desk_closed.mdl'.
[16:30:33]	W00KI has spawned 'models/props/interior/metal_desk_closed.mdl'.
[16:30:45]	W00KI entered observer.
[16:31:04]	W00KI exited observer at their location.
[16:31:13]	W00KI entered observer.
[16:31:20]	W00KI has spawned 'models/u4lab/chair_office_a.mdl'.
[16:31:33]	W00KI has spawned 'models/union/props/terminal.mdl'.
[16:31:50]	W00KI has spawned 'models/props_office/binder_001_3pcs.mdl'.
[16:31:57]	W00KI has spawned 'models/union/props/dryfuel.mdl'.
[16:31:59]	W00KI has spawned 'models/union/props/gc_trays.mdl'.
[16:32:04]	W00KI has spawned 'models/union/props/gc_trays.mdl'.
[16:32:09]	W00KI has spawned 'models/union/props/desktidy.mdl'.
[16:32:19]	W00KI has spawned 'models/props_interiors/lamp_table02.mdl'.
[16:32:24]	W00KI has spawned 'models/props_interiors/paper_tray.mdl'.
[16:32:30]	W00KI has spawned 'models/props_interiors/paper_tray.mdl'.
[16:32:35]	W00KI exited observer at their location.
[16:32:41]	W00KI has spawned 'models/props_office/pen_holder.mdl'.
[16:32:44]	W00KI has spawned 'models/props_office/paper_stack_001.mdl'.
[16:32:52]	W00KI entered observer.
[16:32:56]	W00KI has spawned 'models/props_office/binder_002.mdl'.
[16:32:59]	W00KI exited observer at their location.
[16:33:03]	W00KI entered observer.
[16:33:04]	W00KI exited observer at their location.
[16:33:06]	W00KI entered observer.
[16:33:14]	W00KI exited observer at their location.
[16:33:23]	W00KI has spawned 'models/props_office/painting_005_b.mdl'.
[16:33:25]	W00KI has spawned 'models/props_office/painting_006.mdl'.
[16:33:39]	W00KI has spawned 'models/union/props/union paintings 2.mdl'.
[16:33:41]	W00KI entered observer.
[16:33:47]	W00KI has spawned 'models/union/props/union paintings.mdl'.
[16:33:56]	W00KI exited observer at their location.
[16:34:01]	W00KI entered observer.
[16:34:04]	W00KI has spawned 'models/props_office/cardboard_box_005.mdl'.
[16:34:07]	W00KI has spawned 'models/props_office/cardboard_box_005.mdl'.
[16:34:12]	W00KI has spawned 'models/props_office/cardboard_box_001_with_papers.mdl'.
[16:34:15]	W00KI has spawned 'models/props_office/cardboard_box_002.mdl'.
[16:34:17]	W00KI has spawned 'models/props_office/cardboard_box_002b.mdl'.
[16:34:22]	W00KI exited observer at their location.
[16:34:30]	W00KI has spawned 'models/props/hospital/smallbed01.mdl'.
[16:34:33]	W00KI has spawned 'models/props/hospital/smallbed02.mdl'.
[16:34:39]	W00KI has spawned 'models/props/hospital/hospital_stretcher.mdl'.
[16:34:43]	W00KI has spawned 'models/props/hospital/hospital_stretcher.mdl'.
[16:35:24]	W00KI entered observer.
[16:35:28]	W00KI exited observer at their location.
[16:35:36]	W00KI has spawned 'models/props/interior/sinkwallmounted01.mdl'.
[16:35:51]	W00KI has spawned 'models/props/hospital/smallcabinet.mdl'.
[16:36:00]	W00KI has spawned 'models/props/hospital/hospital_infusion.mdl'.
[16:36:06]	W00KI has spawned 'models/props/interior/waterheater01.mdl'.
[16:36:09]	W00KI has spawned 'models/props/interior/towelrack01.mdl'.
[16:36:12]	W00KI has spawned 'models/props/rpd/metal_cabinet.mdl'.
[16:36:14]	W00KI has spawned 'models/props/lamps/p_lamp_fluor_02.mdl'.
[16:36:31]	W00KI has spawned 'models/props/hospital/largecabinet.mdl'.
[16:36:42]	W00KI opened the 'Медицинский ящик' #64 container.
[16:36:43]	W00KI closed the 'Медицинский ящик' #64 container.
[16:36:56]	W00KI has spawned 'models/props/interior/medicbox.mdl'.
[16:36:58]	W00KI opened the 'Медицинский ящик' #64 container.
[16:36:59]	W00KI closed the 'Медицинский ящик' #64 container.
[16:37:01]	W00KI has spawned 'models/props/hospital/tissuebox.mdl'.
[16:37:06]	W00KI opened the 'Медицинский ящик' #64 container.
[16:37:06]	W00KI closed the 'Медицинский ящик' #64 container.
[16:37:13]	W00KI has spawned 'models/props/hospital/hospital_bodybag.mdl'.
[16:37:16]	W00KI has spawned 'models/props/hospital/bodybag3.mdl'.
[16:37:19]	W00KI has spawned 'models/props/hospital/hospital_closet05.mdl'.
[16:37:21]	W00KI has spawned 'models/props/hospital/hospital_closet04.mdl'.
[16:37:22]	W00KI has spawned 'models/props/hospital/hospital_door01.mdl'.
[16:37:25]	W00KI has spawned 'models/props/hospital/hospital_radio01.mdl'.
[16:37:38]	W00KI has spawned 'models/mrimax/mrimax.mdl'.
[16:37:54]	W00KI entered observer.
[16:37:56]	W00KI exited observer at their location.
[16:38:00]	W00KI entered observer.
[16:38:05]	W00KI has spawned 'models/hunter/blocks/cube4x8x025.mdl'.
[16:38:08]	W00KI has spawned 'models/hunter/blocks/cube3x4x025.mdl'.
[16:38:10]	W00KI has spawned 'models/hunter/blocks/cube3x4x025.mdl'.
[16:38:11]	W00KI has spawned 'models/hunter/blocks/cube3x6x025.mdl'.
[16:38:15]	W00KI exited observer at their location.
[16:38:17]	W00KI entered observer.
[16:38:17]	W00KI has spawned 'models/hunter/plates/plate3x4.mdl'.
[16:38:20]	W00KI has spawned 'models/hunter/plates/plate4x5.mdl'.
[16:38:23]	W00KI exited observer at their location.
[16:38:24]	W00KI has spawned 'models/hunter/plates/plate4x6.mdl'.
[16:38:39]	W00KI entered observer.
[16:38:44]	W00KI exited observer at their location.
[16:38:45]	W00KI entered observer.
[16:38:48]	W00KI exited observer at their location.
[16:38:53]	W00KI has spawned 'models/hunter/plates/plate6x7.mdl'.
[16:39:20]	W00KI has spawned 'models/hunter/blocks/cube2x6x025.mdl'.
[16:39:23]	W00KI has spawned 'models/hunter/blocks/cube2x6x025.mdl'.
[16:39:26]	W00KI has spawned 'models/hunter/blocks/cube2x6x05.mdl'.
[16:39:28]	W00KI has spawned 'models/hunter/blocks/cube2x4x025.mdl'.
[16:40:17]	W00KI has spawned 'models/pg_props/pg_hospital/pg_optable.mdl'.
[16:40:33]	W00KI has spawned 'models/pg_props/pg_hospital/pg_oplight.mdl'.
[16:40:42]	W00KI entered observer.
